"Notes"	"Cancer Sites"	"Cancer Sites Code"	"States"	"States Code"	"Year"	"Year Code"	Count	Population	Age-Adjusted Rate
	"All Invasive Cancer Sites Combined"	"0"	"Alabama"	"01"	"2013"	"2013"	25707	4831586	451.3
	"All Invasive Cancer Sites Combined"	"0"	"Alaska"	"02"	"2013"	"2013"	2797	737626	431.3
	"All Invasive Cancer Sites Combined"	"0"	"Arizona"	"04"	"2013"	"2013"	30293	6634690	396.5
	"All Invasive Cancer Sites Combined"	"0"	"Arkansas"	"05"	"2013"	"2013"	16319	2960459	467.5
	"All Invasive Cancer Sites Combined"	"0"	"California"	"06"	"2013"	"2013"	164911	38253768	415.7
	"All Invasive Cancer Sites Combined"	"0"	"Colorado"	"08"	"2013"	"2013"	22497	5270774	410.3
	"All Invasive Cancer Sites Combined"	"0"	"Connecticut"	"09"	"2013"	"2013"	21049	3595792	484.3
	"All Invasive Cancer Sites Combined"	"0"	"Delaware"	"10"	"2013"	"2013"	5838	924062	516.2
	"All Invasive Cancer Sites Combined"	"0"	"District of Columbia"	"11"	"2013"	"2013"	2889	651559	457.3
	"All Invasive Cancer Sites Combined"	"0"	"Florida"	"12"	"2013"	"2013"	126000	19551678	480.8
	"All Invasive Cancer Sites Combined"	"0"	"Georgia"	"13"	"2013"	"2013"	47288	9975592	463.6
	"All Invasive Cancer Sites Combined"	"0"	"Hawaii"	"15"	"2013"	"2013"	7147	1408822	424.4
	"All Invasive Cancer Sites Combined"	"0"	"Idaho"	"16"	"2013"	"2013"	7552	1612053	432.5
	"All Invasive Cancer Sites Combined"	"0"	"Illinois"	"17"	"2013"	"2013"	66699	12895778	466.2
	"All Invasive Cancer Sites Combined"	"0"	"Indiana"	"18"	"2013"	"2013"	34233	6570575	463.9
	"All Invasive Cancer Sites Combined"	"0"	"Iowa"	"19"	"2013"	"2013"	17373	3093935	468.8
	"All Invasive Cancer Sites Combined"	"0"	"Kansas"	"20"	"2013"	"2013"	14766	2894306	457.8
	"All Invasive Cancer Sites Combined"	"0"	"Kentucky"	"21"	"2013"	"2013"	26614	4406906	522.5
	"All Invasive Cancer Sites Combined"	"0"	"Louisiana"	"22"	"2013"	"2013"	24523	4626040	482.7
	"All Invasive Cancer Sites Combined"	"0"	"Maine"	"23"	"2013"	"2013"	8519	1328543	472.8
	"All Invasive Cancer Sites Combined"	"0"	"Maryland"	"24"	"2013"	"2013"	30640	5925197	464.2
	"All Invasive Cancer Sites Combined"	"0"	"Massachusetts"	"25"	"2013"	"2013"	36509	6715158	462.2
	"All Invasive Cancer Sites Combined"	"0"	"Michigan"	"26"	"2013"	"2013"	53693	9914802	453.6
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"2013"	"2013"	28235	5414722	460.9
	"All Invasive Cancer Sites Combined"	"0"	"Mississippi"	"28"	"2013"	"2013"	15831	2989839	471.5
	"All Invasive Cancer Sites Combined"	"0"	"Missouri"	"29"	"2013"	"2013"	32509	6042989	455.1
	"All Invasive Cancer Sites Combined"	"0"	"Montana"	"30"	"2013"	"2013"	5779	1014158	452.9
	"All Invasive Cancer Sites Combined"	"0"	"Nebraska"	"31"	"2013"	"2013"	9562	1865813	456.6
	"All Invasive Cancer Sites Combined"	"0"	"Nevada"	"32"	"2013"	"2013"	12524	2776956	412.8
	"All Invasive Cancer Sites Combined"	"0"	"New Hampshire"	"33"	"2013"	"2013"	8201	1327272	497.9
	"All Invasive Cancer Sites Combined"	"0"	"New Jersey"	"34"	"2013"	"2013"	51270	8857821	496.4
	"All Invasive Cancer Sites Combined"	"0"	"New Mexico"	"35"	"2013"	"2013"	9122	2092833	380.4
	"All Invasive Cancer Sites Combined"	"0"	"New York"	"36"	"2013"	"2013"	112333	19626488	496.0
	"All Invasive Cancer Sites Combined"	"0"	"North Carolina"	"37"	"2013"	"2013"	53133	9846717	474.3
	"All Invasive Cancer Sites Combined"	"0"	"North Dakota"	"38"	"2013"	"2013"	3653	723149	451.7
	"All Invasive Cancer Sites Combined"	"0"	"Ohio"	"39"	"2013"	"2013"	64408	11579692	464.0
	"All Invasive Cancer Sites Combined"	"0"	"Oklahoma"	"40"	"2013"	"2013"	19537	3853891	452.7
	"All Invasive Cancer Sites Combined"	"0"	"Oregon"	"41"	"2013"	"2013"	21341	3924110	452.6
	"All Invasive Cancer Sites Combined"	"0"	"Pennsylvania"	"42"	"2013"	"2013"	79444	12779538	495.3
	"All Invasive Cancer Sites Combined"	"0"	"Rhode Island"	"44"	"2013"	"2013"	6380	1055560	499.9
	"All Invasive Cancer Sites Combined"	"0"	"South Carolina"	"45"	"2013"	"2013"	26161	4766469	461.1
	"All Invasive Cancer Sites Combined"	"0"	"South Dakota"	"46"	"2013"	"2013"	4603	842751	472.1
	"All Invasive Cancer Sites Combined"	"0"	"Tennessee"	"47"	"2013"	"2013"	35259	6496943	466.4
	"All Invasive Cancer Sites Combined"	"0"	"Texas"	"48"	"2013"	"2013"	106127	26479646	417.6
	"All Invasive Cancer Sites Combined"	"0"	"Utah"	"49"	"2013"	"2013"	9836	2898773	403.8
	"All Invasive Cancer Sites Combined"	"0"	"Vermont"	"50"	"2013"	"2013"	3630	626603	453.1
	"All Invasive Cancer Sites Combined"	"0"	"Virginia"	"51"	"2013"	"2013"	39032	8255861	428.0
	"All Invasive Cancer Sites Combined"	"0"	"Washington"	"53"	"2013"	"2013"	35536	6966252	460.7
	"All Invasive Cancer Sites Combined"	"0"	"West Virginia"	"54"	"2013"	"2013"	11784	1854768	482.8
	"All Invasive Cancer Sites Combined"	"0"	"Wisconsin"	"55"	"2013"	"2013"	31915	5738012	471.9
	"All Invasive Cancer Sites Combined"	"0"	"Wyoming"	"56"	"2013"	"2013"	2555	582620	388.7
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2013"	"2013"	761	4831586	13.0
	"Oral Cavity and Pharynx"	"20010-20100"	"Alaska"	"02"	"2013"	"2013"	82	737626	11.2
	"Oral Cavity and Pharynx"	"20010-20100"	"Arizona"	"04"	"2013"	"2013"	760	6634690	9.7
	"Oral Cavity and Pharynx"	"20010-20100"	"Arkansas"	"05"	"2013"	"2013"	458	2960459	13.2
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2013"	"2013"	4274	38253768	10.5
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2013"	"2013"	593	5270774	10.1
	"Oral Cavity and Pharynx"	"20010-20100"	"Connecticut"	"09"	"2013"	"2013"	507	3595792	11.5
	"Oral Cavity and Pharynx"	"20010-20100"	"Delaware"	"10"	"2013"	"2013"	150	924062	13.2
	"Oral Cavity and Pharynx"	"20010-20100"	"District of Columbia"	"11"	"2013"	"2013"	62	651559	10.1
	"Oral Cavity and Pharynx"	"20010-20100"	"Florida"	"12"	"2013"	"2013"	3674	19551678	14.1
	"Oral Cavity and Pharynx"	"20010-20100"	"Georgia"	"13"	"2013"	"2013"	1341	9975592	12.6
	"Oral Cavity and Pharynx"	"20010-20100"	"Hawaii"	"15"	"2013"	"2013"	224	1408822	13.3
	"Oral Cavity and Pharynx"	"20010-20100"	"Idaho"	"16"	"2013"	"2013"	236	1612053	12.9
	"Oral Cavity and Pharynx"	"20010-20100"	"Illinois"	"17"	"2013"	"2013"	1763	12895778	12.0
	"Oral Cavity and Pharynx"	"20010-20100"	"Indiana"	"18"	"2013"	"2013"	917	6570575	12.1
	"Oral Cavity and Pharynx"	"20010-20100"	"Iowa"	"19"	"2013"	"2013"	500	3093935	13.3
	"Oral Cavity and Pharynx"	"20010-20100"	"Kansas"	"20"	"2013"	"2013"	398	2894306	12.1
	"Oral Cavity and Pharynx"	"20010-20100"	"Kentucky"	"21"	"2013"	"2013"	747	4406906	14.2
	"Oral Cavity and Pharynx"	"20010-20100"	"Louisiana"	"22"	"2013"	"2013"	692	4626040	13.4
	"Oral Cavity and Pharynx"	"20010-20100"	"Maine"	"23"	"2013"	"2013"	221	1328543	12.0
	"Oral Cavity and Pharynx"	"20010-20100"	"Maryland"	"24"	"2013"	"2013"	743	5925197	11.0
	"Oral Cavity and Pharynx"	"20010-20100"	"Massachusetts"	"25"	"2013"	"2013"	945	6715158	11.7
	"Oral Cavity and Pharynx"	"20010-20100"	"Michigan"	"26"	"2013"	"2013"	1363	9914802	11.3
	"Oral Cavity and Pharynx"	"20010-20100"	"Minnesota"	"27"	"2013"	"2013"	749	5414722	11.7
	"Oral Cavity and Pharynx"	"20010-20100"	"Mississippi"	"28"	"2013"	"2013"	450	2989839	13.0
	"Oral Cavity and Pharynx"	"20010-20100"	"Missouri"	"29"	"2013"	"2013"	909	6042989	12.6
	"Oral Cavity and Pharynx"	"20010-20100"	"Montana"	"30"	"2013"	"2013"	144	1014158	10.8
	"Oral Cavity and Pharynx"	"20010-20100"	"Nebraska"	"31"	"2013"	"2013"	250	1865813	12.0
	"Oral Cavity and Pharynx"	"20010-20100"	"Nevada"	"32"	"2013"	"2013"	331	2776956	10.6
	"Oral Cavity and Pharynx"	"20010-20100"	"New Hampshire"	"33"	"2013"	"2013"	202	1327272	11.9
	"Oral Cavity and Pharynx"	"20010-20100"	"New Jersey"	"34"	"2013"	"2013"	1168	8857821	11.1
	"Oral Cavity and Pharynx"	"20010-20100"	"New Mexico"	"35"	"2013"	"2013"	209	2092833	8.5
	"Oral Cavity and Pharynx"	"20010-20100"	"New York"	"36"	"2013"	"2013"	2443	19626488	10.6
	"Oral Cavity and Pharynx"	"20010-20100"	"North Carolina"	"37"	"2013"	"2013"	1449	9846717	12.6
	"Oral Cavity and Pharynx"	"20010-20100"	"North Dakota"	"38"	"2013"	"2013"	98	723149	11.8
	"Oral Cavity and Pharynx"	"20010-20100"	"Ohio"	"39"	"2013"	"2013"	1698	11579692	11.9
	"Oral Cavity and Pharynx"	"20010-20100"	"Oklahoma"	"40"	"2013"	"2013"	606	3853891	14.0
	"Oral Cavity and Pharynx"	"20010-20100"	"Oregon"	"41"	"2013"	"2013"	629	3924110	13.0
	"Oral Cavity and Pharynx"	"20010-20100"	"Pennsylvania"	"42"	"2013"	"2013"	1951	12779538	12.0
	"Oral Cavity and Pharynx"	"20010-20100"	"Rhode Island"	"44"	"2013"	"2013"	150	1055560	11.4
	"Oral Cavity and Pharynx"	"20010-20100"	"South Carolina"	"45"	"2013"	"2013"	800	4766469	13.8
	"Oral Cavity and Pharynx"	"20010-20100"	"South Dakota"	"46"	"2013"	"2013"	116	842751	11.8
	"Oral Cavity and Pharynx"	"20010-20100"	"Tennessee"	"47"	"2013"	"2013"	967	6496943	12.7
	"Oral Cavity and Pharynx"	"20010-20100"	"Texas"	"48"	"2013"	"2013"	2872	26479646	10.9
	"Oral Cavity and Pharynx"	"20010-20100"	"Utah"	"49"	"2013"	"2013"	197	2898773	8.0
	"Oral Cavity and Pharynx"	"20010-20100"	"Vermont"	"50"	"2013"	"2013"	92	626603	11.0
	"Oral Cavity and Pharynx"	"20010-20100"	"Virginia"	"51"	"2013"	"2013"	1092	8255861	11.6
	"Oral Cavity and Pharynx"	"20010-20100"	"Washington"	"53"	"2013"	"2013"	1013	6966252	12.6
	"Oral Cavity and Pharynx"	"20010-20100"	"West Virginia"	"54"	"2013"	"2013"	310	1854768	12.7
	"Oral Cavity and Pharynx"	"20010-20100"	"Wisconsin"	"55"	"2013"	"2013"	846	5738012	12.3
	"Oral Cavity and Pharynx"	"20010-20100"	"Wyoming"	"56"	"2013"	"2013"	61	582620	8.9
	"Lip"	"20010"	"Alabama"	"01"	"2013"	"2013"	61	4831586	1.0
	"Lip"	"20010"	"Arizona"	"04"	"2013"	"2013"	20	6634690	0.3
	"Lip"	"20010"	"Arkansas"	"05"	"2013"	"2013"	34	2960459	1.0
	"Lip"	"20010"	"California"	"06"	"2013"	"2013"	275	38253768	0.7
	"Lip"	"20010"	"Colorado"	"08"	"2013"	"2013"	37	5270774	0.7
	"Lip"	"20010"	"Connecticut"	"09"	"2013"	"2013"	20	3595792	0.5
	"Lip"	"20010"	"Florida"	"12"	"2013"	"2013"	80	19551678	0.3
	"Lip"	"20010"	"Georgia"	"13"	"2013"	"2013"	34	9975592	0.3
	"Lip"	"20010"	"Idaho"	"16"	"2013"	"2013"	26	1612053	1.5
	"Lip"	"20010"	"Illinois"	"17"	"2013"	"2013"	71	12895778	0.5
	"Lip"	"20010"	"Indiana"	"18"	"2013"	"2013"	32	6570575	0.5
	"Lip"	"20010"	"Iowa"	"19"	"2013"	"2013"	44	3093935	1.2
	"Lip"	"20010"	"Kansas"	"20"	"2013"	"2013"	35	2894306	1.1
	"Lip"	"20010"	"Kentucky"	"21"	"2013"	"2013"	59	4406906	1.2
	"Lip"	"20010"	"Louisiana"	"22"	"2013"	"2013"	44	4626040	0.9
	"Lip"	"20010"	"Maryland"	"24"	"2013"	"2013"	25	5925197	0.4
	"Lip"	"20010"	"Massachusetts"	"25"	"2013"	"2013"	37	6715158	0.5
	"Lip"	"20010"	"Michigan"	"26"	"2013"	"2013"	52	9914802	0.5
	"Lip"	"20010"	"Minnesota"	"27"	"2013"	"2013"	77	5414722	1.3
	"Lip"	"20010"	"Mississippi"	"28"	"2013"	"2013"	17	2989839	0.5
	"Lip"	"20010"	"Missouri"	"29"	"2013"	"2013"	30	6042989	0.4
	"Lip"	"20010"	"Nebraska"	"31"	"2013"	"2013"	28	1865813	1.4
	"Lip"	"20010"	"New Jersey"	"34"	"2013"	"2013"	45	8857821	0.4
	"Lip"	"20010"	"New Mexico"	"35"	"2013"	"2013"	19	2092833	0.8
	"Lip"	"20010"	"New York"	"36"	"2013"	"2013"	96	19626488	0.4
	"Lip"	"20010"	"North Carolina"	"37"	"2013"	"2013"	54	9846717	0.5
	"Lip"	"20010"	"North Dakota"	"38"	"2013"	"2013"	20	723149	2.4
	"Lip"	"20010"	"Ohio"	"39"	"2013"	"2013"	39	11579692	0.3
	"Lip"	"20010"	"Oklahoma"	"40"	"2013"	"2013"	74	3853891	1.8
	"Lip"	"20010"	"Oregon"	"41"	"2013"	"2013"	26	3924110	0.6
	"Lip"	"20010"	"Pennsylvania"	"42"	"2013"	"2013"	90	12779538	0.6
	"Lip"	"20010"	"South Carolina"	"45"	"2013"	"2013"	21	4766469	0.4
	"Lip"	"20010"	"Tennessee"	"47"	"2013"	"2013"	35	6496943	0.5
	"Lip"	"20010"	"Texas"	"48"	"2013"	"2013"	91	26479646	0.4
	"Lip"	"20010"	"Utah"	"49"	"2013"	"2013"	34	2898773	1.5
	"Lip"	"20010"	"Virginia"	"51"	"2013"	"2013"	46	8255861	0.5
	"Lip"	"20010"	"Washington"	"53"	"2013"	"2013"	95	6966252	1.2
	"Lip"	"20010"	"Wisconsin"	"55"	"2013"	"2013"	64	5738012	1.0
	"Tongue"	"20020"	"Alabama"	"01"	"2013"	"2013"	203	4831586	3.5
	"Tongue"	"20020"	"Alaska"	"02"	"2013"	"2013"	25	737626	3.0
	"Tongue"	"20020"	"Arizona"	"04"	"2013"	"2013"	284	6634690	3.5
	"Tongue"	"20020"	"Arkansas"	"05"	"2013"	"2013"	133	2960459	3.8
	"Tongue"	"20020"	"California"	"06"	"2013"	"2013"	1285	38253768	3.1
	"Tongue"	"20020"	"Colorado"	"08"	"2013"	"2013"	181	5270774	3.0
	"Tongue"	"20020"	"Connecticut"	"09"	"2013"	"2013"	160	3595792	3.7
	"Tongue"	"20020"	"Delaware"	"10"	"2013"	"2013"	47	924062	4.1
	"Tongue"	"20020"	"Florida"	"12"	"2013"	"2013"	1180	19551678	4.5
	"Tongue"	"20020"	"Georgia"	"13"	"2013"	"2013"	380	9975592	3.5
	"Tongue"	"20020"	"Hawaii"	"15"	"2013"	"2013"	67	1408822	3.9
	"Tongue"	"20020"	"Idaho"	"16"	"2013"	"2013"	61	1612053	3.2
	"Tongue"	"20020"	"Illinois"	"17"	"2013"	"2013"	541	12895778	3.6
	"Tongue"	"20020"	"Indiana"	"18"	"2013"	"2013"	281	6570575	3.7
	"Tongue"	"20020"	"Iowa"	"19"	"2013"	"2013"	146	3093935	3.9
	"Tongue"	"20020"	"Kansas"	"20"	"2013"	"2013"	102	2894306	3.0
	"Tongue"	"20020"	"Kentucky"	"21"	"2013"	"2013"	216	4406906	3.9
	"Tongue"	"20020"	"Louisiana"	"22"	"2013"	"2013"	197	4626040	3.7
	"Tongue"	"20020"	"Maine"	"23"	"2013"	"2013"	72	1328543	3.9
	"Tongue"	"20020"	"Maryland"	"24"	"2013"	"2013"	237	5925197	3.4
