"Notes"	"Cancer Sites"	"Cancer Sites Code"	"States"	"States Code"	"Year"	"Year Code"	Count	Population	Age-Adjusted Rate
	"All Invasive Cancer Sites Combined"	"0"	"Alabama"	"01"	"2015"	"2015"	26822	4854803	456.0
	"All Invasive Cancer Sites Combined"	"0"	"Alaska"	"02"	"2015"	"2015"	2949	738430	426.8
	"All Invasive Cancer Sites Combined"	"0"	"Arizona"	"04"	"2015"	"2015"	32129	6832810	395.2
	"All Invasive Cancer Sites Combined"	"0"	"Arkansas"	"05"	"2015"	"2015"	17321	2979732	482.3
	"All Invasive Cancer Sites Combined"	"0"	"California"	"06"	"2015"	"2015"	171557	38904296	412.1
	"All Invasive Cancer Sites Combined"	"0"	"Colorado"	"08"	"2015"	"2015"	23263	5454328	397.7
	"All Invasive Cancer Sites Combined"	"0"	"Connecticut"	"09"	"2015"	"2015"	21346	3588561	477.0
	"All Invasive Cancer Sites Combined"	"0"	"Delaware"	"10"	"2015"	"2015"	5988	942065	501.4
	"All Invasive Cancer Sites Combined"	"0"	"District of Columbia"	"11"	"2015"	"2015"	2784	677014	416.4
	"All Invasive Cancer Sites Combined"	"0"	"Florida"	"12"	"2015"	"2015"	133043	20219111	481.6
	"All Invasive Cancer Sites Combined"	"0"	"Georgia"	"13"	"2015"	"2015"	50935	10183353	472.5
	"All Invasive Cancer Sites Combined"	"0"	"Hawaii"	"15"	"2015"	"2015"	7266	1422999	414.6
	"All Invasive Cancer Sites Combined"	"0"	"Idaho"	"16"	"2015"	"2015"	8370	1652495	453.0
	"All Invasive Cancer Sites Combined"	"0"	"Illinois"	"17"	"2015"	"2015"	69720	12859585	473.7
	"All Invasive Cancer Sites Combined"	"0"	"Indiana"	"18"	"2015"	"2015"	36031	6611442	473.9
	"All Invasive Cancer Sites Combined"	"0"	"Iowa"	"19"	"2015"	"2015"	18423	3122541	485.1
	"All Invasive Cancer Sites Combined"	"0"	"Kansas"	"20"	"2015"	"2015"	15515	2910717	468.6
	"All Invasive Cancer Sites Combined"	"0"	"Kentucky"	"21"	"2015"	"2015"	27575	4429126	524.4
	"All Invasive Cancer Sites Combined"	"0"	"Louisiana"	"22"	"2015"	"2015"	25525	4666998	483.7
	"All Invasive Cancer Sites Combined"	"0"	"Maine"	"23"	"2015"	"2015"	8871	1329098	477.7
	"All Invasive Cancer Sites Combined"	"0"	"Maryland"	"24"	"2015"	"2015"	31578	5988528	458.4
	"All Invasive Cancer Sites Combined"	"0"	"Massachusetts"	"25"	"2015"	"2015"	38152	6797484	466.6
	"All Invasive Cancer Sites Combined"	"0"	"Michigan"	"26"	"2015"	"2015"	55377	9934483	453.6
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"2015"	"2015"	30722	5484002	482.8
	"All Invasive Cancer Sites Combined"	"0"	"Mississippi"	"28"	"2015"	"2015"	16306	2990231	473.2
	"All Invasive Cancer Sites Combined"	"0"	"Missouri"	"29"	"2015"	"2015"	33815	6075411	461.0
	"All Invasive Cancer Sites Combined"	"0"	"Montana"	"30"	"2015"	"2015"	6238	1031495	470.9
	"All Invasive Cancer Sites Combined"	"0"	"Nebraska"	"31"	"2015"	"2015"	10020	1892059	464.7
	"All Invasive Cancer Sites Combined"	"0"	"Nevada"	"32"	"2015"	"2015"	12461	2868531	382.7
	"All Invasive Cancer Sites Combined"	"0"	"New Hampshire"	"33"	"2015"	"2015"	8263	1337480	481.9
	"All Invasive Cancer Sites Combined"	"0"	"New Jersey"	"34"	"2015"	"2015"	52537	8870312	493.5
	"All Invasive Cancer Sites Combined"	"0"	"New Mexico"	"35"	"2015"	"2015"	9539	2090071	384.5
	"All Invasive Cancer Sites Combined"	"0"	"New York"	"36"	"2015"	"2015"	113760	19657321	487.6
	"All Invasive Cancer Sites Combined"	"0"	"North Carolina"	"37"	"2015"	"2015"	56560	10037218	479.6
	"All Invasive Cancer Sites Combined"	"0"	"North Dakota"	"38"	"2015"	"2015"	3823	755537	456.6
	"All Invasive Cancer Sites Combined"	"0"	"Ohio"	"39"	"2015"	"2015"	67756	11622315	476.7
	"All Invasive Cancer Sites Combined"	"0"	"Oklahoma"	"40"	"2015"	"2015"	20574	3910518	460.9
	"All Invasive Cancer Sites Combined"	"0"	"Oregon"	"41"	"2015"	"2015"	22125	4018542	446.6
	"All Invasive Cancer Sites Combined"	"0"	"Pennsylvania"	"42"	"2015"	"2015"	80657	12789838	491.4
	"All Invasive Cancer Sites Combined"	"0"	"Rhode Island"	"44"	"2015"	"2015"	6331	1056886	485.7
	"All Invasive Cancer Sites Combined"	"0"	"South Carolina"	"45"	"2015"	"2015"	28284	4896006	470.4
	"All Invasive Cancer Sites Combined"	"0"	"South Dakota"	"46"	"2015"	"2015"	4543	854663	451.0
	"All Invasive Cancer Sites Combined"	"0"	"Tennessee"	"47"	"2015"	"2015"	37305	6595354	473.8
	"All Invasive Cancer Sites Combined"	"0"	"Texas"	"48"	"2015"	"2015"	111875	27468531	414.7
	"All Invasive Cancer Sites Combined"	"0"	"Utah"	"49"	"2015"	"2015"	10617	2983626	411.0
	"All Invasive Cancer Sites Combined"	"0"	"Vermont"	"50"	"2015"	"2015"	3731	625810	449.8
	"All Invasive Cancer Sites Combined"	"0"	"Virginia"	"51"	"2015"	"2015"	39729	8367303	415.5
	"All Invasive Cancer Sites Combined"	"0"	"Washington"	"53"	"2015"	"2015"	36264	7167287	444.7
	"All Invasive Cancer Sites Combined"	"0"	"West Virginia"	"54"	"2015"	"2015"	12005	1843332	485.3
	"All Invasive Cancer Sites Combined"	"0"	"Wisconsin"	"55"	"2015"	"2015"	33164	5762927	473.6
	"All Invasive Cancer Sites Combined"	"0"	"Wyoming"	"56"	"2015"	"2015"	2663	586389	395.3
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2015"	"2015"	795	4854803	13.4
	"Oral Cavity and Pharynx"	"20010-20100"	"Alaska"	"02"	"2015"	"2015"	81	738430	11.0
	"Oral Cavity and Pharynx"	"20010-20100"	"Arizona"	"04"	"2015"	"2015"	810	6832810	9.9
	"Oral Cavity and Pharynx"	"20010-20100"	"Arkansas"	"05"	"2015"	"2015"	529	2979732	14.5
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2015"	"2015"	4499	38904296	10.6
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2015"	"2015"	697	5454328	11.3
	"Oral Cavity and Pharynx"	"20010-20100"	"Connecticut"	"09"	"2015"	"2015"	569	3588561	12.3
	"Oral Cavity and Pharynx"	"20010-20100"	"Delaware"	"10"	"2015"	"2015"	161	942065	13.1
	"Oral Cavity and Pharynx"	"20010-20100"	"District of Columbia"	"11"	"2015"	"2015"	76	677014	11.1
	"Oral Cavity and Pharynx"	"20010-20100"	"Florida"	"12"	"2015"	"2015"	3926	20219111	14.2
	"Oral Cavity and Pharynx"	"20010-20100"	"Georgia"	"13"	"2015"	"2015"	1479	10183353	13.2
	"Oral Cavity and Pharynx"	"20010-20100"	"Hawaii"	"15"	"2015"	"2015"	223	1422999	12.8
	"Oral Cavity and Pharynx"	"20010-20100"	"Idaho"	"16"	"2015"	"2015"	241	1652495	13.0
	"Oral Cavity and Pharynx"	"20010-20100"	"Illinois"	"17"	"2015"	"2015"	1865	12859585	12.4
	"Oral Cavity and Pharynx"	"20010-20100"	"Indiana"	"18"	"2015"	"2015"	1032	6611442	13.3
	"Oral Cavity and Pharynx"	"20010-20100"	"Iowa"	"19"	"2015"	"2015"	533	3122541	13.9
	"Oral Cavity and Pharynx"	"20010-20100"	"Kansas"	"20"	"2015"	"2015"	439	2910717	12.8
	"Oral Cavity and Pharynx"	"20010-20100"	"Kentucky"	"21"	"2015"	"2015"	745	4429126	13.7
	"Oral Cavity and Pharynx"	"20010-20100"	"Louisiana"	"22"	"2015"	"2015"	697	4666998	12.9
	"Oral Cavity and Pharynx"	"20010-20100"	"Maine"	"23"	"2015"	"2015"	268	1329098	14.0
	"Oral Cavity and Pharynx"	"20010-20100"	"Maryland"	"24"	"2015"	"2015"	805	5988528	11.2
	"Oral Cavity and Pharynx"	"20010-20100"	"Massachusetts"	"25"	"2015"	"2015"	1050	6797484	12.4
	"Oral Cavity and Pharynx"	"20010-20100"	"Michigan"	"26"	"2015"	"2015"	1437	9934483	11.4
	"Oral Cavity and Pharynx"	"20010-20100"	"Minnesota"	"27"	"2015"	"2015"	794	5484002	12.1
	"Oral Cavity and Pharynx"	"20010-20100"	"Mississippi"	"28"	"2015"	"2015"	412	2990231	11.7
	"Oral Cavity and Pharynx"	"20010-20100"	"Missouri"	"29"	"2015"	"2015"	927	6075411	12.4
	"Oral Cavity and Pharynx"	"20010-20100"	"Montana"	"30"	"2015"	"2015"	153	1031495	11.4
	"Oral Cavity and Pharynx"	"20010-20100"	"Nebraska"	"31"	"2015"	"2015"	269	1892059	12.1
	"Oral Cavity and Pharynx"	"20010-20100"	"Nevada"	"32"	"2015"	"2015"	364	2868531	10.7
	"Oral Cavity and Pharynx"	"20010-20100"	"New Hampshire"	"33"	"2015"	"2015"	209	1337480	11.7
	"Oral Cavity and Pharynx"	"20010-20100"	"New Jersey"	"34"	"2015"	"2015"	1220	8870312	11.1
	"Oral Cavity and Pharynx"	"20010-20100"	"New Mexico"	"35"	"2015"	"2015"	209	2090071	8.2
	"Oral Cavity and Pharynx"	"20010-20100"	"New York"	"36"	"2015"	"2015"	2678	19657321	11.3
	"Oral Cavity and Pharynx"	"20010-20100"	"North Carolina"	"37"	"2015"	"2015"	1562	10037218	13.1
	"Oral Cavity and Pharynx"	"20010-20100"	"North Dakota"	"38"	"2015"	"2015"	95	755537	11.0
	"Oral Cavity and Pharynx"	"20010-20100"	"Ohio"	"39"	"2015"	"2015"	1796	11622315	12.3
	"Oral Cavity and Pharynx"	"20010-20100"	"Oklahoma"	"40"	"2015"	"2015"	589	3910518	12.8
	"Oral Cavity and Pharynx"	"20010-20100"	"Oregon"	"41"	"2015"	"2015"	642	4018542	12.9
	"Oral Cavity and Pharynx"	"20010-20100"	"Pennsylvania"	"42"	"2015"	"2015"	1953	12789838	11.8
	"Oral Cavity and Pharynx"	"20010-20100"	"Rhode Island"	"44"	"2015"	"2015"	165	1056886	12.4
	"Oral Cavity and Pharynx"	"20010-20100"	"South Carolina"	"45"	"2015"	"2015"	739	4896006	11.9
	"Oral Cavity and Pharynx"	"20010-20100"	"South Dakota"	"46"	"2015"	"2015"	103	854663	10.2
	"Oral Cavity and Pharynx"	"20010-20100"	"Tennessee"	"47"	"2015"	"2015"	1071	6595354	13.3
	"Oral Cavity and Pharynx"	"20010-20100"	"Texas"	"48"	"2015"	"2015"	3168	27468531	11.4
	"Oral Cavity and Pharynx"	"20010-20100"	"Utah"	"49"	"2015"	"2015"	295	2983626	11.3
	"Oral Cavity and Pharynx"	"20010-20100"	"Vermont"	"50"	"2015"	"2015"	106	625810	12.6
	"Oral Cavity and Pharynx"	"20010-20100"	"Virginia"	"51"	"2015"	"2015"	1096	8367303	11.1
	"Oral Cavity and Pharynx"	"20010-20100"	"Washington"	"53"	"2015"	"2015"	994	7167287	12.0
	"Oral Cavity and Pharynx"	"20010-20100"	"West Virginia"	"54"	"2015"	"2015"	333	1843332	13.4
	"Oral Cavity and Pharynx"	"20010-20100"	"Wisconsin"	"55"	"2015"	"2015"	929	5762927	12.8
	"Oral Cavity and Pharynx"	"20010-20100"	"Wyoming"	"56"	"2015"	"2015"	60	586389	8.5
	"Lip"	"20010"	"Alabama"	"01"	"2015"	"2015"	57	4854803	1.0
	"Lip"	"20010"	"Arizona"	"04"	"2015"	"2015"	18	6832810	0.2
	"Lip"	"20010"	"Arkansas"	"05"	"2015"	"2015"	24	2979732	0.6
	"Lip"	"20010"	"California"	"06"	"2015"	"2015"	324	38904296	0.8
	"Lip"	"20010"	"Colorado"	"08"	"2015"	"2015"	50	5454328	0.9
