"Notes"	"Cancer Sites"	"Cancer Sites Code"	"States"	"States Code"	"Year"	"Year Code"	Count	Population	Age-Adjusted Rate
	"All Invasive Cancer Sites Combined"	"0"	"Alabama"	"01"	"2011"	"2011"	25304	4799642	459.8
	"All Invasive Cancer Sites Combined"	"0"	"Alaska"	"02"	"2011"	"2011"	2793	722349	452.7
	"All Invasive Cancer Sites Combined"	"0"	"Arizona"	"04"	"2011"	"2011"	29516	6473416	410.6
	"All Invasive Cancer Sites Combined"	"0"	"Arkansas"	"05"	"2011"	"2011"	15298	2941038	449.6
	"All Invasive Cancer Sites Combined"	"0"	"California"	"06"	"2011"	"2011"	163004	37636311	431.5
	"All Invasive Cancer Sites Combined"	"0"	"Colorado"	"08"	"2011"	"2011"	21902	5121900	426.1
	"All Invasive Cancer Sites Combined"	"0"	"Connecticut"	"09"	"2011"	"2011"	20998	3588632	497.6
	"All Invasive Cancer Sites Combined"	"0"	"Delaware"	"10"	"2011"	"2011"	5531	907590	517.5
	"All Invasive Cancer Sites Combined"	"0"	"District of Columbia"	"11"	"2011"	"2011"	3207	620290	527.5
	"All Invasive Cancer Sites Combined"	"0"	"Florida"	"12"	"2011"	"2011"	121221	19055607	486.6
	"All Invasive Cancer Sites Combined"	"0"	"Georgia"	"13"	"2011"	"2011"	45406	9803630	473.4
	"All Invasive Cancer Sites Combined"	"0"	"Hawaii"	"15"	"2011"	"2011"	6822	1379562	422.4
	"All Invasive Cancer Sites Combined"	"0"	"Idaho"	"16"	"2011"	"2011"	7619	1584272	459.0
	"All Invasive Cancer Sites Combined"	"0"	"Illinois"	"17"	"2011"	"2011"	67119	12867783	485.8
	"All Invasive Cancer Sites Combined"	"0"	"Indiana"	"18"	"2011"	"2011"	33527	6517250	469.4
	"All Invasive Cancer Sites Combined"	"0"	"Iowa"	"19"	"2011"	"2011"	17638	3066772	487.2
	"All Invasive Cancer Sites Combined"	"0"	"Kansas"	"20"	"2011"	"2011"	14976	2869677	480.1
	"All Invasive Cancer Sites Combined"	"0"	"Kentucky"	"21"	"2011"	"2011"	25821	4370817	524.5
	"All Invasive Cancer Sites Combined"	"0"	"Louisiana"	"22"	"2011"	"2011"	24393	4576244	499.4
	"All Invasive Cancer Sites Combined"	"0"	"Maine"	"23"	"2011"	"2011"	8419	1328473	488.8
	"All Invasive Cancer Sites Combined"	"0"	"Maryland"	"24"	"2011"	"2011"	29306	5840241	463.0
	"All Invasive Cancer Sites Combined"	"0"	"Massachusetts"	"25"	"2011"	"2011"	37333	6614218	490.9
	"All Invasive Cancer Sites Combined"	"0"	"Michigan"	"26"	"2011"	"2011"	56030	9883053	488.5
	"All Invasive Cancer Sites Combined"	"0"	"Minnesota"	"27"	"2011"	"2011"	28143	5346620	480.5
	"All Invasive Cancer Sites Combined"	"0"	"Mississippi"	"28"	"2011"	"2011"	15525	2979147	479.4
	"All Invasive Cancer Sites Combined"	"0"	"Missouri"	"29"	"2011"	"2011"	32761	6011182	474.1
	"All Invasive Cancer Sites Combined"	"0"	"Montana"	"30"	"2011"	"2011"	5842	997518	479.4
	"All Invasive Cancer Sites Combined"	"0"	"Nebraska"	"31"	"2011"	"2011"	9446	1840914	465.5
	"All Invasive Cancer Sites Combined"	"0"	"Nevada"	"32"	"2011"	"2011"	12369	2713114	436.5
	"All Invasive Cancer Sites Combined"	"0"	"New Hampshire"	"33"	"2011"	"2011"	8116	1320444	518.5
	"All Invasive Cancer Sites Combined"	"0"	"New Jersey"	"34"	"2011"	"2011"	50673	8828552	506.8
	"All Invasive Cancer Sites Combined"	"0"	"New Mexico"	"35"	"2011"	"2011"	8973	2080707	386.6
	"All Invasive Cancer Sites Combined"	"0"	"New York"	"36"	"2011"	"2011"	111405	19499921	507.1
	"All Invasive Cancer Sites Combined"	"0"	"North Carolina"	"37"	"2011"	"2011"	51661	9658913	485.1
	"All Invasive Cancer Sites Combined"	"0"	"North Dakota"	"38"	"2011"	"2011"	3762	685526	475.4
	"All Invasive Cancer Sites Combined"	"0"	"Ohio"	"39"	"2011"	"2011"	63913	11545735	474.6
	"All Invasive Cancer Sites Combined"	"0"	"Oklahoma"	"40"	"2011"	"2011"	19033	3788824	454.7
	"All Invasive Cancer Sites Combined"	"0"	"Oregon"	"41"	"2011"	"2011"	20861	3872672	463.6
	"All Invasive Cancer Sites Combined"	"0"	"Pennsylvania"	"42"	"2011"	"2011"	80454	12747052	513.3
	"All Invasive Cancer Sites Combined"	"0"	"Rhode Island"	"44"	"2011"	"2011"	6229	1053829	502.1
	"All Invasive Cancer Sites Combined"	"0"	"South Carolina"	"45"	"2011"	"2011"	25202	4672655	471.4
	"All Invasive Cancer Sites Combined"	"0"	"South Dakota"	"46"	"2011"	"2011"	4561	823740	482.9
	"All Invasive Cancer Sites Combined"	"0"	"Tennessee"	"47"	"2011"	"2011"	34788	6400298	478.5
	"All Invasive Cancer Sites Combined"	"0"	"Texas"	"48"	"2011"	"2011"	102228	25645504	425.9
	"All Invasive Cancer Sites Combined"	"0"	"Utah"	"49"	"2011"	"2011"	9799	2814797	427.5
	"All Invasive Cancer Sites Combined"	"0"	"Vermont"	"50"	"2011"	"2011"	3689	627197	478.1
	"All Invasive Cancer Sites Combined"	"0"	"Virginia"	"51"	"2011"	"2011"	37637	8102437	433.4
	"All Invasive Cancer Sites Combined"	"0"	"Washington"	"53"	"2011"	"2011"	35329	6827479	483.0
	"All Invasive Cancer Sites Combined"	"0"	"West Virginia"	"54"	"2011"	"2011"	11852	1856606	498.3
	"All Invasive Cancer Sites Combined"	"0"	"Wisconsin"	"55"	"2011"	"2011"	31940	5705840	488.5
	"All Invasive Cancer Sites Combined"	"0"	"Wyoming"	"56"	"2011"	"2011"	2708	567491	439.3
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2011"	"2011"	692	4799642	12.5
	"Oral Cavity and Pharynx"	"20010-20100"	"Alaska"	"02"	"2011"	"2011"	86	722349	12.8
	"Oral Cavity and Pharynx"	"20010-20100"	"Arizona"	"04"	"2011"	"2011"	705	6473416	9.7
	"Oral Cavity and Pharynx"	"20010-20100"	"Arkansas"	"05"	"2011"	"2011"	440	2941038	12.7
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2011"	"2011"	4020	37636311	10.4
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2011"	"2011"	573	5121900	10.6
	"Oral Cavity and Pharynx"	"20010-20100"	"Connecticut"	"09"	"2011"	"2011"	506	3588632	11.7
